Unique ID;Name;Division;UF
19.026.809;Guaçuano;Sem divisão nacional;SP
309.618;Guajará;Sem divisão nacional;RO
19.152.085;Guanabara (DF);Sem divisão nacional;DF
2.000.138.749;Guanabara City;Sem divisão nacional;GO
19.373.913;Guaporé;Sem divisão nacional;RO
19.140.899;Guaraí;Sem divisão nacional;TO
325;Guarani;Brasileirão Série B Betano;SP
301.188;Guarani (MG);Sem divisão nacional;MG
312.302;Guarani (PR);Sem divisão nacional;PR
312.334;Guarani de Alegrete (RS);Sem divisão nacional;RS
314.607;Guarani de Juazeiro;Sem divisão nacional;CE
301.377;Guarani de Palhoça;Sem divisão nacional;SC
319.170;Guarani de Pouso Alegre;Sem divisão nacional;MG
301.270;Guarani VA;Sem divisão nacional;RS
313.516;Guarany (AP);Sem divisão nacional;AP
309.755;Guarany (BA);Sem divisão nacional;BA
314.692;Guarany (PA);Sem divisão nacional;PA
314.969;Guarany (SE);Sem divisão nacional;SE
2.000.140.203;Guarany Alagoano;Sem divisão nacional;AL
142.370;Guarany de Bagé;Sem divisão nacional;RS
311.868;Guarany de Cachoeira;Sem divisão nacional;RS
310.642;Guarany de Sobral;Sem divisão nacional;CE
314.336;Guarapari;Sem divisão nacional;ES
2.110.399;Guarujá;Sem divisão nacional;SP
19.026.810;Guarulhos;Sem divisão nacional;SP
309.624;Gurupi;Sem divisão nacional;TO
314.789;Helênico (RJ);Sem divisão nacional;RJ
309.743;Hercílio Luz;Brasileirão Série D;SC
314.757;Hermann Aichinger;Sem divisão nacional;SC
19.048.265;Holanda;Sem divisão nacional;AM
78.038.748;Hope;Sem divisão nacional;PR
19.019.881;Horizonte;Sem divisão nacional;CE
19.300.082;Humaitá (AC);Brasileirão Série D;AC
19.080.172;IAPE FC;Sem divisão nacional;MA
314.334;Ibiraçu;Sem divisão nacional;ES
301.234;Íbis;Sem divisão nacional;PE
19.295.790;Íbis (PB);Sem divisão nacional;PB
2.000.114.158;Ibrachina;Sem divisão nacional;SP
313.749;Icasa;Sem divisão nacional;CE
19.296.880;Igrejinha;Sem divisão nacional;RS
19.384.176;Iguaçu;Sem divisão nacional;PR
19.189.354;Iguatu;Brasileirão Série D;CE
301.169;Imperatriz;Sem divisão nacional;MA
2.000.090.692;Império Serrano;Sem divisão nacional;RJ
104.874;Independência;Sem divisão nacional;AC
320.679;Independência (SP);Sem divisão nacional;SP
313.255;Independente (AP);Sem divisão nacional;AP
318.922;Independente (PA);Sem divisão nacional;PA
19.375.489;Independente (RJ);Sem divisão nacional;RJ
19.309.399;Independente (SE);Sem divisão nacional;SE
311.024;Independente (SP);Sem divisão nacional;SP
19.250.470;Independente de Rio Verde;Sem divisão nacional;GO
314.299;Industrial FC (SE);Sem divisão nacional;SE
19.223.517;Inhumas;Sem divisão nacional;GO
311.042;Inter de Bebedouro;Sem divisão nacional;SP
309.142;Inter de Lages;Sem divisão nacional;SC
104.979;Inter de Limeira;Brasileirão Série D;SP
19.337.485;Inter de Minas;Sem divisão nacional;MG
2.000.194.597;Inter SG;Sem divisão nacional;RJ
301.272;Inter SM;Sem divisão nacional;RS
314.967;Intercontinental;Sem divisão nacional;PE
326;Internacional;Brasileirão Assaí;RS
309.748;Internacional (BA);Sem divisão nacional;BA
19.058.813;Internacional (PB);Sem divisão nacional;PB
309.780;Internacional (PR);Sem divisão nacional;PR
2.112.284;Internacional B;Sem divisão nacional;RS
19.295.785;Internacional de Cabedelo;Sem divisão nacional;PB
301.327;Interporto;Brasileirão Série D;TO
301.190;Ipatinga;Sem divisão nacional;MG
301.192;Ipiranga (MG);Sem divisão nacional;MG
19.295.787;Ipiranga (PB);Sem divisão nacional;PB
19.023.432;Ipiranga (SC);Sem divisão nacional;SC
314.301;Ipiranga (SE);Sem divisão nacional;SE
19.388.277;Ipojuca;Sem divisão nacional;PE
19.013.850;Iporá;Brasileirão Série D;GO
19.168.663;Iranduba;Sem divisão nacional;AM
303.022;Iraty;Sem divisão nacional;PR
19.019.865;Iris (PE);Sem divisão nacional;PE
309.774;Íris (SC);Sem divisão nacional;SC
301.325;Itabaiana;Sem divisão nacional;SE
19.113.194;Itaberaí;Sem divisão nacional;GO
2.000.193.910;Itabirito;Sem divisão nacional;MG
19.169.872;Itaboraí;Sem divisão nacional;RJ
2.114.726;Itaboraí Profute;Sem divisão nacional;RJ
312.324;Itabuna;Sem divisão nacional;BA
317.242;Itacuruba;Sem divisão nacional;PE
107.214;Itaperuna;Sem divisão nacional;RJ
301.131;Itapipoca;Sem divisão nacional;CE
2.106.412;Itararé;Sem divisão nacional;SP
2.000.079.931;Itarema;Sem divisão nacional;CE
107.216;Ituano;Brasileirão Série B Betano;SP
19.170.178;Ituiutaba;Sem divisão nacional;MG
301.163;Itumbiara;Sem divisão nacional;GO
19.400.991;Itupiranga;Sem divisão nacional;PA
19.392.634;ITZ Sport;Sem divisão nacional;MA
313.248;Ivinhema;Sem divisão nacional;MS
314.199;Izabelense;Sem divisão nacional;PA
301.218;J. Malucelli;Sem divisão nacional;PR
319.168;Jabaquara;Sem divisão nacional;SP
303.614;Jaboticabal;Sem divisão nacional;SP
312.298;Jacarezinho (PR);Sem divisão nacional;PR
317.943;Jaciara;Sem divisão nacional;MT
19.239.452;Jacobina;Sem divisão nacional;BA
19.306.328;Jacobinense;Sem divisão nacional;BA
319.115;Jacuipense;Brasileirão Série D;BA
19.370.233;Jacyobá;Sem divisão nacional;AL
19.244.654;Jaguar;Sem divisão nacional;PE
19.152.076;Jaguar (DF);Sem divisão nacional;DF
319.135;Jaguaré;Sem divisão nacional;ES
19.335.065;Jaguariúna;Sem divisão nacional;SP
19.137.714;Jaraguá (GO);Sem divisão nacional;GO
19.165.192;Jaraguá (SC);Sem divisão nacional;SC
19.014.083;Jaruense;Sem divisão nacional;RO
301.367;Jataiense;Sem divisão nacional;GO
2.000.053.712;JC;Sem divisão nacional;AM
19.044.051;Jequiá;Sem divisão nacional;AL
314.206;Jequié;Sem divisão nacional;BA
301.292;Ji-Paraná;Sem divisão nacional;RO
301.310;Joinville;Sem divisão nacional;SC
19.106.016;José Bonifácio;Sem divisão nacional;SP
319.623;Joseense;Sem divisão nacional;SP
19.079.916;Juazeirense;Sem divisão nacional;BA
301.125;Juazeiro (BA);Sem divisão nacional;BA
301.133;Juazeiro (CE);Sem divisão nacional;CE
19.007.775;Junior Team;Sem divisão nacional;PR
327;Juventude;Brasileirão Série B Betano;RS
301.173;Juventude (MT);Sem divisão nacional;MT
19.006.291;Juventude Samas;Sem divisão nacional;MA
313.244;Juventus (AC);Sem divisão nacional;AC
313.517;Juventus (AP);Sem divisão nacional;AP
19.138.869;Juventus (RJ);Sem divisão nacional;RJ
107.218;Juventus (SP);Sem divisão nacional;SP
312.326;Juventus Jaraguá;Sem divisão nacional;SC
19.015.030;Juventus Minasnovense;Sem divisão nacional;MG
19.059.605;JV Lideral;Sem divisão nacional;MA
313.773;Kaburé;Sem divisão nacional;TO
309.622;Lagartense;Sem divisão nacional;SE
19.112.334;Lagarto (SE);Sem divisão nacional;SE
314.304;Lagarto EC (SE);Sem divisão nacional;SE
2.000.210.017;Laguna (RN);Sem divisão nacional;RN
314.911;Lajeadense;Sem divisão nacional;RS
19.163.369;Laranja Mecânica;Sem divisão nacional;PR
309.765;Lauro Müller (SC);Sem divisão nacional;SC
19.024.262;Legião;Sem divisão nacional;DF
19.048.215;Lemense;Sem divisão nacional;SP
309.759;Leônico;Sem divisão nacional;BA
2.000.208.897;Librade;Sem divisão nacional;AM
314.598;Limoeiro;Sem divisão nacional;CE
314.772;Linense (SP);Sem divisão nacional;SP
19.005.973;Linhares;Sem divisão nacional;ES
301.140;Linhares EC;Sem divisão nacional;ES
19.021.018;Linhares FC;Sem divisão nacional;ES
900.678;Londrina;Brasileirão Série B Betano;PR
19.008.145;Londrina B;Sem divisão nacional;PR
19.259.058;Lucena (PB);Sem divisão nacional;PB
313.781;Luso Brasileiro (MA);Sem divisão nacional;MA
8.832.317;Luverdense;Sem divisão nacional;MT
313.267;Luziânia;Sem divisão nacional;DF
19.152.070;Luziânia EC;Sem divisão nacional;DF
311.971;Macaé;Sem divisão nacional;RJ
313.258;Macapá;Sem divisão nacional;AP
19.339.654;Maceió;Sem divisão nacional;AL
19.045.385;Mackenzie (RJ);Sem divisão nacional;RJ
312.293;Mackenzie (SP);Sem divisão nacional;SP
107.220;Madureira;Sem divisão nacional;RJ
19.045.495;Magé Brescia;Sem divisão nacional;RJ
19.364.905;Mageense;Sem divisão nacional;RJ
313.578;Maguari (CE);Sem divisão nacional;CE
2.000.099.931;Maguary (PE);Sem divisão nacional;PE
301.194;Mamoré;Sem divisão nacional;MG
2.000.112.366;Manauara;Sem divisão nacional;AM
19.220.160;Manaus;Brasileirão Série C;AM
313.574;Manaus Athletic Club (AM);Sem divisão nacional;AM
313.580;Manaus Sporting (AM);Sem divisão nacional;AM
2.000.126.338;Manchester JF;Sem divisão nacional;MG
301.237;Manchete;Sem divisão nacional;PE
312.300;Mandaguari EC (PR);Sem divisão nacional;PR
19.005.316;Mangueira (RJ);Sem divisão nacional;RJ
19.157.249;Manthiqueira;Sem divisão nacional;SP
320.388;Manufatora (RJ);Sem divisão nacional;RJ
19.043.091;Maracanã;Sem divisão nacional;CE
314.956;Maranguape;Sem divisão nacional;CE
301.171;Maranhão;Brasileirão Série D;MA
301.316;Marcílio Dias;Sem divisão nacional;SC
19.344.101;Maricá;Sem divisão nacional;RJ
311.026;Marília;Sem divisão nacional;SP
19.145.268;Maringá;Brasileirão Série D;PR
313.321;Maruinense;Sem divisão nacional;SE
301.342;Matonense;Sem divisão nacional;SP
19.354.612;Mauá;Sem divisão nacional;SP
318.901;Mauaense;Sem divisão nacional;SP
309.639;Mazagão;Sem divisão nacional;AP
311.105;Mesquita;Sem divisão nacional;RJ
309.769;Metropol (SC);Sem divisão nacional;SC
19.044.043;Metropolitano (RJ);Sem divisão nacional;RJ
319.164;Metropolitano (SC);Sem divisão nacional;SC
19.008.390;Miguel Couto;Sem divisão nacional;RJ
301.103;Miguelense;Sem divisão nacional;AL
314.096;Militar FC (PI);Sem divisão nacional;PI
19.191.548;Minas Boca;Sem divisão nacional;MG
320.677;Minas Gerais;Sem divisão nacional;MG
2.111.642;Mineiros;Sem divisão nacional;MG
314.965;Miramar (PB);Sem divisão nacional;PB
316.775;Miranorte EC;Sem divisão nacional;TO
301.344;Mirassol;Brasileirão Série B Betano;SP
309.646;Misto (MS);Sem divisão nacional;MS
309.644;Mixto (MT);Sem divisão nacional;MT
19.044.041;Modesto (RJ);Sem divisão nacional;RJ
107.222;Mogi Mirim;Sem divisão nacional;SP
2.000.172.789;Monsoon;Sem divisão nacional;RS
309.785;Monte Alegre;Sem divisão nacional;PA
318.903;Monte Azul;Sem divisão nacional;SP
2.112.178;Monte Cristo;Sem divisão nacional;GO
2.000.326.401;Monte Roraima;Sem divisão nacional;RR
316.792;Montes Claros;Sem divisão nacional;MG
313.239;Moreninhas;Sem divisão nacional;MS
19.052.094;Morrinhos;Sem divisão nacional;GO
313.368;Mossoró;Sem divisão nacional;RN
301.172;Moto Club;Sem divisão nacional;MA
314.618;Moto Clube (RO);Sem divisão nacional;RO
314.330;Muniz Freire;Sem divisão nacional;ES
309.358;Murici;Sem divisão nacional;AL
19.391.070;Nação Araquari;Sem divisão nacional;SC
301.108;Nacional (AM);Brasileirão Série D;AM
314.691;Nacional (PA);Sem divisão nacional;PA
314.602;Nacional (PR);Sem divisão nacional;PR
19.005.344;Nacional (RS);Sem divisão nacional;RS
304.422;Nacional (SP);Sem divisão nacional;SP
2.111.651;Nacional de Cabedelo;Sem divisão nacional;PB
19.223.319;Nacional de Muriaé;Sem divisão nacional;MG
313.293;Nacional de Patos;Brasileirão Série D;PB
310.899;Nacional de Uberaba;Sem divisão nacional;MG
19.140.788;Nacional Esporte;Sem divisão nacional;
19.058.116;Nauás;Sem divisão nacional;AC
328;Náutico;Brasileirão Série C;PE
2.000.199.992;Náutico (MS);Sem divisão nacional;MS
309.143;Náutico (RR);Sem divisão nacional;RR
19.020.252;Navegantes;Sem divisão nacional;SC
314.718;Naviraiense;Sem divisão nacional;MS
19.342.416;NC/Paraíso;Sem divisão nacional;TO
303.612;Noroeste;Sem divisão nacional;SP
314.690;Norte Clube (PA);Sem divisão nacional;PA
2.000.194.009;North (MG);Sem divisão nacional;MG
311.115;Nova Cidade;Sem divisão nacional;RJ
19.343.086;Nova Friburgo;Sem divisão nacional;RJ
311.107;Nova Iguaçu;Brasileirão Série D;RJ
19.390.290;Nova Mutum;Sem divisão nacional;MT
19.168.822;Nova Prata;Sem divisão nacional;RS
19.108.449;Nova Russas;Sem divisão nacional;CE
19.066.399;Nova Rússia;Sem divisão nacional;PR
2.000.106.913;Nova Venecia;Sem divisão nacional;ES
19.185.286;Novo;Sem divisão nacional;MS
19.221.348;Novo Esporte;Sem divisão nacional;MG
308.628;Novo Hamburgo;Brasileirão Série D;RS
309.140;Novo Horizonte (GO);Sem divisão nacional;GO
19.339.795;Novo Horizonte (RS);Sem divisão nacional;RS
302.141;Novorizontino;Sem divisão nacional;SP
313.303;Oeiras;Sem divisão nacional;PI
19.390.921;Oeirense;Sem divisão nacional;PI
311.028;Oeste Barueri;Sem divisão nacional;SP
104.870;Olaria;Sem divisão nacional;RJ
19.342.606;Olímpia (BA);Sem divisão nacional;BA
301.346;Olímpia (SP);Sem divisão nacional;SP
314.305;Olímpico;Sem divisão nacional;
310.299;Olímpico (SC);Sem divisão nacional;SC
313.577;Olímpico Clube;Sem divisão nacional;AM
19.136.483;Olinda;Sem divisão nacional;PE
19.066.400;Olinda (PR);Sem divisão nacional;PR
309.761;Olympic (MG);Sem divisão nacional;MG
107.242;Operário (MS);Brasileirão Série D;MS
311.086;Operário (PR);Brasileirão Série C;PR
309.745;Operário (SC);Sem divisão nacional;SC
313.238;Operário de Caarapó;Sem divisão nacional;MS
19.219.036;Operário FC (MT);Sem divisão nacional;MT
19.113.405;Operário Manacapuru;Sem divisão nacional;AM
313.902;Operário VG;Brasileirão Série D;MT
313.256;Oratório;Sem divisão nacional;AP
313.673;Orion (CE);Sem divisão nacional;CE
2.115.786;Osvaldo Cruz;Sem divisão nacional;SP
314.089;Ouro Preto;Sem divisão nacional;MG
19.343.525;Pacajus;Brasileirão Série D;CE
19.157.254;Pacatuba;Sem divisão nacional;CE
19.192.557;Paduano;Sem divisão nacional;RJ
302.148;Paissandu (RJ);Sem divisão nacional;RJ
19.005.366;Paladino (RJ);Sem divisão nacional;RJ
314.300;Palestra FC (SE);Sem divisão nacional;SE
309.783;Palestra Itália (PR);Sem divisão nacional;PR
301.329;Palmas;Sem divisão nacional;TO
19.144.619;Palmeira de Goianinha;Sem divisão nacional;RN
329;Palmeiras;Brasileirão Assaí;SP
312.333;Palmeiras (MG);Sem divisão nacional;MG
314.310;Palmeiras (PB);Sem divisão nacional;PB
314.100;Palmeiras (PI);Sem divisão nacional;PI
314.786;Palmeiras AC (RJ);Sem divisão nacional;RJ
318.885;Palmeiras B;Sem divisão nacional;SP
19.339.647;Panther (PA);Sem divisão nacional;PA
2.000.194.595;Paracatu;Sem divisão nacional;MG
19.118.677;Paracuru;Sem divisão nacional;CE
19.343.529;Paraense;Sem divisão nacional;PA
19.184.583;Paragominas;Sem divisão nacional;PA
301.348;Paraguaçuense;Sem divisão nacional;SP
19.295.779;Parahyba;Sem divisão nacional;PB
19.295.782;Parahyba Sport;Sem divisão nacional;PB
19.295.780;Parahyba United;Sem divisão nacional;PB
19.046.205;Paraíba do Sul;Sem divisão nacional;RJ
314.946;Paraisense;Sem divisão nacional;MG
309.626;Paraíso (TO);Sem divisão nacional;TO
330;Paraná;Sem divisão nacional;PR
19.008.147;Paraná B;Sem divisão nacional;PR
19.339.645;Paranaense;Sem divisão nacional;PR
314.604;Paranavaí;Sem divisão nacional;PR
8.832.334;Paranoá;Sem divisão nacional;DF
2.000.239.360;Paraty;Sem divisão nacional;RJ
19.112.766;Parauapebas;Sem divisão nacional;PA
2.000.188.892;Parintins;Sem divisão nacional;AM
313.305;Parnahyba;Brasileirão Série D;PI
314.302;Passagem;Sem divisão nacional;RN
301.274;Passo Fundo;Sem divisão nacional;RS
19.363.423;Passos;Sem divisão nacional;MG
2.000.132.216;Patriotas (PR);Sem divisão nacional;PR
309.756;Paula Ramos (SC);Sem divisão nacional;SC
2.000.307.695;Paulínia Universitário;Sem divisão nacional;SP
301.338;Paulista;Sem divisão nacional;SP
104.873;Paulistano;Sem divisão nacional;SP
2.000.170.932;Paulistano (MT);Sem divisão nacional;MT
19.295.788;Paulistano (PB);Sem divisão nacional;PB
19.059.143;Paulistano de São Roque;Sem divisão nacional;SP
331;Paysandu;Brasileirão Série C;PA
314.102;Paysandu (PI);Sem divisão nacional;PI
312.329;Paysandu (SC);Sem divisão nacional;SC
19.152.068;Pederneiras;Sem divisão nacional;SP
2.000.135.569;Pedra Branca (SC);Sem divisão nacional;SC
313.277;Pedreira;Sem divisão nacional;PA
301.276;Pelotas;Sem divisão nacional;RS
19.010.075;Penapolense;Sem divisão nacional;SP
320.373;Penarol (AM);Sem divisão nacional;AM
309.361;Penedense;Sem divisão nacional;AL
309.754;Perdigão (SC);Sem divisão nacional;SC
313.365;Perilima;Sem divisão nacional;PB
19.307.338;Pérolas Negras;Sem divisão nacional;RJ
312.332;Pery Ferroviário EC (SC);Sem divisão nacional;SC
19.023.853;Pesqueira;Sem divisão nacional;PE
314.594;Petrolina;Sem divisão nacional;PE
309.640;Piauí;Sem divisão nacional;PI
301.244;Picos;Sem divisão nacional;PI
19.191.927;Picuiense;Sem divisão nacional;PB
8.832.325;Pimentense;Sem divisão nacional;RO
19.066.401;Pinheiral (PR);Sem divisão nacional;PR
318.923;Pinheirense (PA);Sem divisão nacional;PA
19.305.046;Pinheiro (MA);Sem divisão nacional;MA
301.294;Pinheiro (RO);Sem divisão nacional;RO
19.032.732;Pinheiros (ES);Sem divisão nacional;ES
309.776;Pinheiros (PR);Sem divisão nacional;PR
314.308;Pio X (PB);Sem divisão nacional;PB
19.152.075;Pioneira;Sem divisão nacional;RN
313.331;Pirambu;Sem divisão nacional;SE
19.388.286;Pirapora;Sem divisão nacional;MG
19.047.391;Pires do Rio;Sem divisão nacional;GO
19.058.115;Plácido de Castro;Sem divisão nacional;AC
19.100.646;Planaltina EC;Sem divisão nacional;DF
19.152.065;Planalto;Sem divisão nacional;MA
301.127;Poções;Sem divisão nacional;BA
19.223.667;Poconé;Sem divisão nacional;MT
19.048.341;Poços de Caldas;Sem divisão nacional;MG
2.000.208.042;Pombal (PB);Sem divisão nacional;PB
313.232;Ponta Porã;Sem divisão nacional;MS
19.401.029;Pontaporanense;Sem divisão nacional;MS
332;Ponte Preta;Brasileirão Série B Betano;SP
19.388.619;Ponte Preta (AL);Sem divisão nacional;AL
301.235;Porto (PE);Sem divisão nacional;PE
19.072.298;Porto (SC);Sem divisão nacional;SC
19.366.445;Porto Velho;Sem divisão nacional;RO
313.372;Porto Velho FC;Sem divisão nacional;RO
2.000.060.543;Porto Vitória;Sem divisão nacional;ES
333;Portuguesa;Sem divisão nacional;SP
19.145.345;Portuguesa (MS);Sem divisão nacional;MS
301.251;Portuguesa (RJ);Brasileirão Série D;RJ
301.222;Portuguesa Londrinense;Sem divisão nacional;PR
107.224;Portuguesa Santista;Sem divisão nacional;SP
301.258;Potiguar de Mossoró;Brasileirão Série D;RN
314.755;Potyguar Seridoense;Sem divisão nacional;RN
19.363.420;Pouso Alegre;Brasileirão Série C;MG
318.907;Primavera;Sem divisão nacional;SP
2.000.174.048;Primavera (MT);Sem divisão nacional;MT
313.259;Princesa;Brasileirão Série D;AM
19.044.048;Progresso (RJ);Sem divisão nacional;RJ
309.144;Progresso (RR);Sem divisão nacional;RR
313.329;Propriá;Sem divisão nacional;SE
301.314;Próspera;Sem divisão nacional;SC
19.300.813;PRS;Sem divisão nacional;RS
314.775;Prudentina (SP);Sem divisão nacional;SP
19.105.495;Prudentópolis;Sem divisão nacional;PR
19.026.929;PSTC;Sem divisão nacional;PR
314.311;Pytaguares (PB);Sem divisão nacional;PB
19.052.513;Queimadense;Sem divisão nacional;PB
19.158.917;Queimados;Sem divisão nacional;RJ
2.108.856;Quissamã;Sem divisão nacional;RJ
313.261;Quixadá;Sem divisão nacional;CE
19.152.083;Rabello;Sem divisão nacional;DF
19.302.209;Raça;Sem divisão nacional;
314.771;Radium;Sem divisão nacional;SP
319.156;Ramalat;Sem divisão nacional;PI
317;RB Bragantino;Brasileirão Assaí;SP
2.000.178.064;RB do Norte;Sem divisão nacional;AM
19.154.386;Real (RR);Sem divisão nacional;RR
19.354.764;Real (RS);Sem divisão nacional;RS
19.166.112;Real Ariquemes;Brasileirão Série D;RO
301.138;Real Brasília;Sem divisão nacional;DF
19.140.720;Real Noroeste;Brasileirão Série D;ES
314.315;Red Cross (PB);Sem divisão nacional;PB
19.152.074;Relações Exteriores;Sem divisão nacional;DF
334;Remo;Brasileirão Série C;PA
311.842;Renner (RS);Sem divisão nacional;RS
309.749;República (BA);Sem divisão nacional;BA
19.023.455;Resende;Brasileirão Série D;RJ
311.870;Retiro (MG);Sem divisão nacional;MG
19.382.040;Retrô;Brasileirão Série D;PE
2.000.141.975;Riachão (SE);Sem divisão nacional;SE
319.128;Riacho City;Sem divisão nacional;DF
314.780;Riachuelo (RJ);Sem divisão nacional;RJ
2.000.124.782;Riachuelo (RN);Sem divisão nacional;RN
314.294;Riachuelo (SE);Sem divisão nacional;SE
19.157.135;Ribeirão Pires;Sem divisão nacional;SP
19.039.687;Rio Bananal;Sem divisão nacional;ES
104.868;Rio Branco (AC);Sem divisão nacional;AC
301.142;Rio Branco (ES);Sem divisão nacional;ES
301.196;Rio Branco (MG);Sem divisão nacional;MG
301.226;Rio Branco (PR);Sem divisão nacional;PR
107.226;Rio Branco (SP);Sem divisão nacional;SP
314.332;Rio Branco VN;Sem divisão nacional;ES
318.883;Rio Claro;Sem divisão nacional;SP
320.675;Rio Cricket;Sem divisão nacional;RJ
19.364.934;Rio de Janeiro;Sem divisão nacional;RJ
301.278;Rio Grande;Sem divisão nacional;RS
301.110;Rio Negro (AM);Sem divisão nacional;AM
301.299;Rio Negro (RR);Sem divisão nacional;RR
301.350;Rio Preto;Sem divisão nacional;SP
19.154.371;Rio São Paulo;Sem divisão nacional;RJ
309.740;Rio-Grandense RG;Sem divisão nacional;RS
19.023.908;Riograndense SM;Sem divisão nacional;RS
19.105.740;Riopardense;Sem divisão nacional;SP
19.025.014;Riostrense;Sem divisão nacional;RJ
301.167;Rioverdense;Sem divisão nacional;GO
301.245;River (PI);Sem divisão nacional;PI
314.788;River (RJ);Sem divisão nacional;RJ
313.314;River (RR);Sem divisão nacional;RR
313.323;River Plate (SE);Sem divisão nacional;SE
311.968;Rodoviário;Sem divisão nacional;
19.342.630;Rolândia;Sem divisão nacional;PR
317.355;Roma Apucarana;Sem divisão nacional;PR
19.289.428;Rondoniense;Sem divisão nacional;RO
19.306.367;Rosário Central (SE);Sem divisão nacional;SE
2.000.203.283;Royal de Luziânia;Sem divisão nacional;GO
312.062;Rubro Social;Sem divisão nacional;RJ
19.138.828;Sabiá (MA);Sem divisão nacional;MA
19.294.427;Sabugy;Sem divisão nacional;PB
19.005.119;Salgueiro (PE);Sem divisão nacional;PE
19.272.763;Salvador FC;Sem divisão nacional;BA
313.265;Samambaia;Sem divisão nacional;DF
313.415;Sampaio (AC);Sem divisão nacional;AC
107.230;Sampaio Corrêa;Brasileirão Série B Betano;MA
19.051.303;Sampaio Corrêa (RJ);Sem divisão nacional;RJ
319.165;Santa Catarina;Sem divisão nacional;SC
107.232;Santa Cruz;Brasileirão Série D;PE
19.303.223;Santa Cruz (AL);Sem divisão nacional;AL
313.291;Santa Cruz (PB);Sem divisão nacional;PB
19.170.011;Santa Cruz (RJ);Sem divisão nacional;RJ
2.105.689;Santa Cruz (RN);Sem divisão nacional;RN
301.280;Santa Cruz (RS);Sem divisão nacional;RS
19.366.428;Santa Cruz (SE);Sem divisão nacional;SE
314.303;Santa Cruz (SE) [EXT];Sem divisão nacional;SE
19.277.538;Santa Cruz de Natal;Sem divisão nacional;RN
314.235;Santa Cruz EC (RN);Sem divisão nacional;RN
313.438;Santa Cruz FC (AL) (EXT);Sem divisão nacional;AL
2.000.209.201;Santa Fé (PE);Sem divisão nacional;PE
303.016;Santa Helena;Sem divisão nacional;GO
313.284;Santa Inês;Sem divisão nacional;MA
319.132;Santa Maria (DF);Sem divisão nacional;DF
19.006.290;Santa Quitéria;Sem divisão nacional;MA
2.000.062.934;Santa Quitéria (PR);Sem divisão nacional;PR
303.902;Santa Rita (AL);Sem divisão nacional;AL
2.000.109.059;Santa Rita (PB);Sem divisão nacional;PB
308.941;Santa Rosa (PA);Sem divisão nacional;PA
19.006.563;Santacruzense;Sem divisão nacional;SP
313.514;Santana (AP);Sem divisão nacional;AP
19.023.591;Santarritense;Sem divisão nacional;MG
19.289.565;Santo Amaro;Sem divisão nacional;PE
301.352;Santo André;Brasileirão Série D;SP
301.282;Santo Ângelo;Sem divisão nacional;RS
314.318;Santo Antônio (ES);Sem divisão nacional;ES
335;Santos;Brasileirão Assaí;SP
313.579;Santos (AM);Sem divisão nacional;AM
301.107;Santos (AP);Sem divisão nacional;AP
2.000.152.166;Santos Athletico;Sem divisão nacional;AP
314.198;Santos de Tereré;Sem divisão nacional;PB
309.747;Santos Dumont (BA);Sem divisão nacional;BA
19.339.651;Santos Dumont (MA);Sem divisão nacional;MA
313.286;São Bento (MA);Sem divisão nacional;MA
302.142;São Bento (SP);Sem divisão nacional;SP
2.106.553;São Bernardo;Brasileirão Série C;SP
19.354.776;São Borja;Sem divisão nacional;RS
301.354;São Caetano;Sem divisão nacional;SP
2.108.186;São Carlos;Sem divisão nacional;SP
19.005.307;São Cristóvão (BA);Sem divisão nacional;BA
301.253;São Cristóvão (RJ);Sem divisão nacional;RJ
19.026.904;São Cristóvão (SE);Sem divisão nacional;SE
313.669;São Domingos (AL);Sem divisão nacional;AL
314.619;São Domingos (RO);Sem divisão nacional;RO
19.052.148;São Domingos (SE);Sem divisão nacional;SE
19.013.859;São Francisco (AC);Brasileirão Série D;AC
308.942;São Francisco (PA);Sem divisão nacional;PA
314.695;São Francisco (RR);Sem divisão nacional;RR
19.055.047;São Gabriel (MS);Sem divisão nacional;MS
19.224.752;São Gabriel (RS);Sem divisão nacional;RS
309.635;São Gonçalo (RN);Sem divisão nacional;RN
19.189.823;São Gonçalo EC (RJ);Sem divisão nacional;RJ
19.142.673;São João da Barra;Sem divisão nacional;RJ
303.012;São José (AP);Sem divisão nacional;AP
19.048.344;São José (MA);Sem divisão nacional;MA
19.170.018;São José (RJ);Sem divisão nacional;RJ
301.284;São José (RS);Brasileirão Série C;RS
301.356;São José (SP);Sem divisão nacional;SP
19.051.820;São José (TO);Sem divisão nacional;TO
2.000.154.433;São Luís (MA);Sem divisão nacional;MA
301.286;São Luiz;Sem divisão nacional;RS
310.384;São Mateus;Sem divisão nacional;ES
337;São Paulo;Brasileirão Assaí;SP
313.257;São Paulo (AP);Sem divisão nacional;AP
312.305;São Paulo (BA);Sem divisão nacional;BA
308.944;São Paulo (RS);Sem divisão nacional;RS
104.872;São Paulo Athletic;Sem divisão nacional;SP
19.334.181;São Paulo Crystal;Sem divisão nacional;PB
19.295.784;São Paulo FC (PB);Sem divisão nacional;PB
301.111;São Raimundo (AM);Sem divisão nacional;AM
308.943;São Raimundo (PA);Sem divisão nacional;PA
309.146;São Raimundo (RR);Brasileirão Série D;RR
309.746;São Salvador (BA);Sem divisão nacional;BA
301.357;São-Carlense;Sem divisão nacional;SP
19.300.025;São-Joseense;Brasileirão Série D;PR
